player_name,fantasy_score,venue,opposition_team,player_team_first_role
M Muralitharan,58,M Chinnaswamy Stadium,Delhi Daredevils,batting
MA Agarwal,37,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AB de Villiers,39,M Chinnaswamy Stadium,Delhi Daredevils,batting
PA Patel,59,M Chinnaswamy Stadium,Delhi Daredevils,batting
KD Karthik,9,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
R Shukla,35,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Mohammed Shami,26,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Yuvraj Singh,77,M Chinnaswamy Stadium,Delhi Daredevils,batting
V Kohli,10,M Chinnaswamy Stadium,Delhi Daredevils,batting
Q de Kock,7,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
YS Chahal,33,M Chinnaswamy Stadium,Delhi Daredevils,batting
Imran Tahir,25,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AN Ahmed,25,M Chinnaswamy Stadium,Delhi Daredevils,batting
DW Steyn,8,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
DA Miller,39,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
MC Henriques,0,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
DA Warner,51,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
GJ Maxwell,51,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
NV Ojha,115,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
AJ Finch,18,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
KV Sharma,26,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
IK Pathan,1,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
MG Johnson,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
V Sehwag,5,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Shivam Sharma,41,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
R Dhawan,50,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
GJ Bailey,43,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
S Dhawan,48,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
M Vohra,56,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
A Mishra,25,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
AR Patel,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Sandeep Sharma,50,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
B Kumar,64,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,batting
WP Saha,64,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
Shakib Al Hasan,43,Barabati Stadium,Mumbai Indians,bowling
LMP Simmons,43,Barabati Stadium,Kolkata Knight Riders,batting
MK Pandey,12,Barabati Stadium,Mumbai Indians,bowling
SP Narine,33,Barabati Stadium,Mumbai Indians,bowling
M Morkel,50,Barabati Stadium,Mumbai Indians,bowling
AP Tare,2,Barabati Stadium,Kolkata Knight Riders,batting
YK Pathan,21,Barabati Stadium,Mumbai Indians,bowling
UT Yadav,0,Barabati Stadium,Mumbai Indians,bowling
CM Gautam,7,Barabati Stadium,Kolkata Knight Riders,batting
SL Malinga,25,Barabati Stadium,Kolkata Knight Riders,batting
JJ Bumrah,0,Barabati Stadium,Kolkata Knight Riders,batting
G Gambhir,11,Barabati Stadium,Mumbai Indians,bowling
RG Sharma,57,Barabati Stadium,Kolkata Knight Riders,batting
AT Rayudu,44,Barabati Stadium,Kolkata Knight Riders,batting
Harbhajan Singh,66,Barabati Stadium,Kolkata Knight Riders,batting
RV Uthappa,93,Barabati Stadium,Mumbai Indians,bowling
CJ Anderson,21,Barabati Stadium,Kolkata Knight Riders,batting
PP Ojha,0,Barabati Stadium,Kolkata Knight Riders,batting
SA Yadav,16,Barabati Stadium,Mumbai Indians,bowling
PP Chawla,33,Barabati Stadium,Mumbai Indians,bowling
KA Pollard,10,Barabati Stadium,Kolkata Knight Riders,batting
BCJ Cutting,88,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
KP Pietersen,6,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
PV Tambe,25,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
JP Duminy,35,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
S Kaul,2,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
AM Rahane,68,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
KM Jadhav,11,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
MA Agarwal,20,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
KK Cooper,61,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
KD Karthik,23,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
R Shukla,63,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
R Bhatia,58,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
MK Tiwary,62,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
DS Kulkarni,25,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
S Nadeem,67,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
SPD Smith,16,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
SV Samson,42,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
JP Faulkner,54,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
KK Nair,30,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
LRPL Taylor,2,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
Imran Tahir,55,"Sardar Patel Stadium, Motera",Rajasthan Royals,bowling
STR Binny,33,"Sardar Patel Stadium, Motera",Delhi Daredevils,batting
MS Dhoni,28,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
S Rana,1,JSCA International Stadium Complex,Chennai Super Kings,bowling
MA Starc,16,JSCA International Stadium Complex,Chennai Super Kings,bowling
CH Gayle,53,JSCA International Stadium Complex,Chennai Super Kings,bowling
MM Sharma,0,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
M Muralitharan,25,JSCA International Stadium Complex,Chennai Super Kings,bowling
RA Jadeja,43,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
R Ashwin,58,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
AB de Villiers,39,JSCA International Stadium Complex,Chennai Super Kings,bowling
PA Patel,12,JSCA International Stadium Complex,Chennai Super Kings,bowling
SK Raina,72,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
BB McCullum,32,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
V Kohli,28,JSCA International Stadium Complex,Chennai Super Kings,bowling
Yuvraj Singh,15,JSCA International Stadium Complex,Chennai Super Kings,bowling
VR Aaron,50,JSCA International Stadium Complex,Chennai Super Kings,bowling
S Badree,0,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
YS Chahal,0,JSCA International Stadium Complex,Chennai Super Kings,bowling
DR Smith,8,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
AN Ahmed,30,JSCA International Stadium Complex,Chennai Super Kings,bowling
DJ Hussey,74,JSCA International Stadium Complex,Royal Challengers Bangalore,batting
Shakib Al Hasan,50,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
MK Pandey,48,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
DW Steyn,26,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
SP Narine,25,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
M Morkel,8,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
YK Pathan,75,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
KL Rahul,16,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
DA Warner,41,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
UT Yadav,108,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
NV Ojha,29,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
AJ Finch,17,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
KV Sharma,27,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
IK Pathan,21,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
G Gambhir,15,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
PP Chawla,33,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
A Mishra,25,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
S Dhawan,21,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
RV Uthappa,45,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
DJG Sammy,5,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
RN ten Doeschate,29,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bowling
B Kumar,0,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,batting
LMP Simmons,70,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
K Santokie,58,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
SR Watson,6,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
AP Tare,20,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
R Bhatia,7,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
KK Cooper,19,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
DS Kulkarni,0,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
UBT Chand,0,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
KA Pollard,18,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
JJ Bumrah,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
MEK Hussey,67,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
SV Samson,2,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
RG Sharma,59,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
JP Faulkner,71,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
KK Nair,54,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
Ankit Sharma,52,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
BJ Hodge,44,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
AT Rayudu,24,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
Harbhajan Singh,50,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
S Gopal,50,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
PP Ojha,50,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
STR Binny,2,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
KP Pietersen,55,Feroz Shah Kotla,Kings XI Punjab,batting
WD Parnell,10,Feroz Shah Kotla,Kings XI Punjab,batting
JP Duminy,74,Feroz Shah Kotla,Kings XI Punjab,batting
M Vijay,12,Feroz Shah Kotla,Kings XI Punjab,batting
BE Hendricks,83,Feroz Shah Kotla,Delhi Daredevils,bowling
KM Jadhav,8,Feroz Shah Kotla,Kings XI Punjab,batting
JD Unadkat,0,Feroz Shah Kotla,Kings XI Punjab,batting
MA Agarwal,8,Feroz Shah Kotla,Kings XI Punjab,batting
DA Miller,2,Feroz Shah Kotla,Delhi Daredevils,bowling
GJ Maxwell,34,Feroz Shah Kotla,Delhi Daredevils,bowling
KD Karthik,78,Feroz Shah Kotla,Kings XI Punjab,batting
MK Tiwary,19,Feroz Shah Kotla,Kings XI Punjab,batting
Mohammed Shami,26,Feroz Shah Kotla,Kings XI Punjab,batting
V Sehwag,19,Feroz Shah Kotla,Delhi Daredevils,bowling
Shivam Sharma,0,Feroz Shah Kotla,Delhi Daredevils,bowling
R Dhawan,17,Feroz Shah Kotla,Delhi Daredevils,bowling
GJ Bailey,6,Feroz Shah Kotla,Delhi Daredevils,bowling
M Vohra,42,Feroz Shah Kotla,Delhi Daredevils,bowling
AR Patel,80,Feroz Shah Kotla,Delhi Daredevils,bowling
Imran Tahir,83,Feroz Shah Kotla,Kings XI Punjab,batting
Sandeep Sharma,83,Feroz Shah Kotla,Delhi Daredevils,bowling
WP Saha,10,Feroz Shah Kotla,Delhi Daredevils,bowling
MA Starc,7,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
S Rana,14,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
CH Gayle,13,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
DW Steyn,41,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
Parvez Rasool,33,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
M Muralitharan,25,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
AB de Villiers,29,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
DA Warner,62,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
PA Patel,5,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
NV Ojha,36,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
AJ Finch,12,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
KV Sharma,25,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
Yuvraj Singh,39,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
V Kohli,75,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
VR Aaron,50,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
IK Pathan,25,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
YS Chahal,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
S Dhawan,59,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
AN Ahmed,0,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,batting
DJG Sammy,12,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
B Kumar,66,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
Y Venugopal Rao,0,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bowling
MS Dhoni,22,Eden Gardens,Kolkata Knight Riders,batting
Shakib Al Hasan,56,Eden Gardens,Chennai Super Kings,bowling
MM Sharma,0,Eden Gardens,Kolkata Knight Riders,batting
MK Pandey,16,Eden Gardens,Chennai Super Kings,bowling
SP Narine,25,Eden Gardens,Chennai Super Kings,bowling
RA Jadeja,36,Eden Gardens,Kolkata Knight Riders,batting
R Ashwin,0,Eden Gardens,Kolkata Knight Riders,batting
IC Pandey,33,Eden Gardens,Kolkata Knight Riders,batting
SK Raina,76,Eden Gardens,Kolkata Knight Riders,batting
F du Plessis,33,Eden Gardens,Kolkata Knight Riders,batting
UT Yadav,0,Eden Gardens,Chennai Super Kings,bowling
BB McCullum,31,Eden Gardens,Kolkata Knight Riders,batting
BW Hilfenhaus,0,Eden Gardens,Kolkata Knight Riders,batting
G Gambhir,24,Eden Gardens,Chennai Super Kings,bowling
DR Smith,6,Eden Gardens,Kolkata Knight Riders,batting
PJ Cummins,58,Eden Gardens,Chennai Super Kings,bowling
SA Yadav,8,Eden Gardens,Chennai Super Kings,bowling
RV Uthappa,73,Eden Gardens,Chennai Super Kings,bowling
RN ten Doeschate,8,Eden Gardens,Chennai Super Kings,bowling
PP Chawla,39,Eden Gardens,Chennai Super Kings,bowling
BE Hendricks,25,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
LMP Simmons,110,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
K Santokie,25,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
PP Ojha,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
GJ Maxwell,2,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
JJ Bumrah,83,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
MEK Hussey,4,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
V Sehwag,28,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
Shivam Sharma,1,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
R Dhawan,41,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
RG Sharma,26,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
P Kumar,64,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
SE Marsh,32,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
GJ Bailey,45,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
M Vohra,40,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
AR Patel,40,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
AT Rayudu,39,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
S Gopal,58,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
Sandeep Sharma,8,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
KA Pollard,18,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
WP Saha,1,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,batting
MA Starc,44,Eden Gardens,Kolkata Knight Riders,bowling
S Rana,21,Eden Gardens,Kolkata Knight Riders,bowling
YV Takawale,56,Eden Gardens,Kolkata Knight Riders,bowling
Shakib Al Hasan,69,Eden Gardens,Royal Challengers Bangalore,batting
CH Gayle,7,Eden Gardens,Kolkata Knight Riders,bowling
MK Pandey,14,Eden Gardens,Royal Challengers Bangalore,batting
M Morkel,8,Eden Gardens,Royal Challengers Bangalore,batting
SP Narine,116,Eden Gardens,Royal Challengers Bangalore,batting
M Muralitharan,0,Eden Gardens,Kolkata Knight Riders,bowling
YK Pathan,27,Eden Gardens,Royal Challengers Bangalore,batting
AB de Villiers,14,Eden Gardens,Kolkata Knight Riders,bowling
UT Yadav,33,Eden Gardens,Royal Challengers Bangalore,batting
R Vinay Kumar,8,Eden Gardens,Royal Challengers Bangalore,batting
V Kohli,41,Eden Gardens,Kolkata Knight Riders,bowling
Yuvraj Singh,48,Eden Gardens,Kolkata Knight Riders,bowling
G Gambhir,5,Eden Gardens,Royal Challengers Bangalore,batting
YS Chahal,0,Eden Gardens,Kolkata Knight Riders,bowling
AN Ahmed,33,Eden Gardens,Kolkata Knight Riders,bowling
AB Dinda,25,Eden Gardens,Kolkata Knight Riders,bowling
RV Uthappa,89,Eden Gardens,Royal Challengers Bangalore,batting
RN ten Doeschate,6,Eden Gardens,Royal Challengers Bangalore,batting
MS Dhoni,61,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
MM Sharma,0,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
DW Steyn,0,JSCA International Stadium Complex,Chennai Super Kings,bowling
Parvez Rasool,0,JSCA International Stadium Complex,Chennai Super Kings,bowling
R Ashwin,0,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
RA Jadeja,25,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
P Negi,33,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
DA Warner,104,JSCA International Stadium Complex,Chennai Super Kings,bowling
SK Raina,27,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
F du Plessis,31,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
NV Ojha,21,JSCA International Stadium Complex,Chennai Super Kings,bowling
AJ Finch,17,JSCA International Stadium Complex,Chennai Super Kings,bowling
KV Sharma,97,JSCA International Stadium Complex,Chennai Super Kings,bowling
IK Pathan,0,JSCA International Stadium Complex,Chennai Super Kings,bowling
JW Hastings,33,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
DR Smith,59,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
S Dhawan,70,JSCA International Stadium Complex,Chennai Super Kings,bowling
DJG Sammy,-2,JSCA International Stadium Complex,Chennai Super Kings,bowling
DJ Hussey,59,JSCA International Stadium Complex,Sunrisers Hyderabad,batting
B Kumar,0,JSCA International Stadium Complex,Chennai Super Kings,bowling
Y Venugopal Rao,5,JSCA International Stadium Complex,Chennai Super Kings,bowling
KP Pietersen,52,Wankhede Stadium,Mumbai Indians,bowling
WD Parnell,58,Wankhede Stadium,Mumbai Indians,bowling
M Vijay,22,Wankhede Stadium,Mumbai Indians,bowling
JP Duminy,51,Wankhede Stadium,Mumbai Indians,bowling
S Kaul,0,Wankhede Stadium,Mumbai Indians,bowling
KM Jadhav,14,Wankhede Stadium,Mumbai Indians,bowling
LMP Simmons,32,Wankhede Stadium,Delhi Daredevils,batting
JD Unadkat,58,Wankhede Stadium,Mumbai Indians,bowling
AP Tare,37,Wankhede Stadium,Delhi Daredevils,batting
KD Karthik,38,Wankhede Stadium,Mumbai Indians,bowling
MK Tiwary,44,Wankhede Stadium,Mumbai Indians,bowling
S Nadeem,50,Wankhede Stadium,Mumbai Indians,bowling
JJ Bumrah,-2,Wankhede Stadium,Delhi Daredevils,batting
MEK Hussey,73,Wankhede Stadium,Delhi Daredevils,batting
M de Lange,59,Wankhede Stadium,Delhi Daredevils,batting
RG Sharma,34,Wankhede Stadium,Delhi Daredevils,batting
Imran Tahir,100,Wankhede Stadium,Mumbai Indians,bowling
AT Rayudu,2,Wankhede Stadium,Delhi Daredevils,batting
Harbhajan Singh,35,Wankhede Stadium,Delhi Daredevils,batting
S Gopal,37,Wankhede Stadium,Delhi Daredevils,batting
PP Ojha,2,Wankhede Stadium,Delhi Daredevils,batting
KA Pollard,13,Wankhede Stadium,Delhi Daredevils,batting
PV Tambe,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
BE Hendricks,0,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
AM Rahane,37,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
SR Watson,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
DA Miller,27,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
KK Cooper,2,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
V Sehwag,21,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
SV Samson,34,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
R Tewatia,62,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
JP Faulkner,69,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
KK Nair,13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
VS Malik,34,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
R Dhawan,66,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
SE Marsh,59,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
M Vohra,28,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
GJ Bailey,33,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
BJ Hodge,35,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
Karanveer Singh,58,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
AR Patel,75,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
L Balaji,25,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
STR Binny,19,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bowling
WP Saha,71,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,batting
MA Starc,2,M Chinnaswamy Stadium,Chennai Super Kings,batting
S Rana,3,M Chinnaswamy Stadium,Chennai Super Kings,batting
MS Dhoni,57,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
YV Takawale,43,M Chinnaswamy Stadium,Chennai Super Kings,batting
MM Sharma,33,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
VH Zol,15,M Chinnaswamy Stadium,Chennai Super Kings,batting
SB Jakati,0,M Chinnaswamy Stadium,Chennai Super Kings,batting
R Ashwin,33,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
RA Jadeja,25,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
AB de Villiers,10,M Chinnaswamy Stadium,Chennai Super Kings,batting
R Rampaul,25,M Chinnaswamy Stadium,Chennai Super Kings,batting
SK Raina,28,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
F du Plessis,61,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Yuvraj Singh,52,M Chinnaswamy Stadium,Chennai Super Kings,batting
V Kohli,85,M Chinnaswamy Stadium,Chennai Super Kings,batting
YS Chahal,0,M Chinnaswamy Stadium,Chennai Super Kings,batting
RR Rossouw,1,M Chinnaswamy Stadium,Chennai Super Kings,batting
DR Smith,40,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
S Badree,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
A Nehra,99,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Shakib Al Hasan,82,Eden Gardens,Sunrisers Hyderabad,bowling
MK Pandey,0,Eden Gardens,Sunrisers Hyderabad,bowling
M Morkel,33,Eden Gardens,Sunrisers Hyderabad,bowling
SP Narine,0,Eden Gardens,Sunrisers Hyderabad,bowling
DW Steyn,8,Eden Gardens,Kolkata Knight Riders,batting
Parvez Rasool,0,Eden Gardens,Kolkata Knight Riders,batting
YK Pathan,91,Eden Gardens,Sunrisers Hyderabad,bowling
DA Warner,3,Eden Gardens,Kolkata Knight Riders,batting
UT Yadav,0,Eden Gardens,Sunrisers Hyderabad,bowling
NV Ojha,29,Eden Gardens,Kolkata Knight Riders,batting
R Vinay Kumar,50,Eden Gardens,Sunrisers Hyderabad,bowling
KV Sharma,131,Eden Gardens,Kolkata Knight Riders,batting
JO Holder,69,Eden Gardens,Kolkata Knight Riders,batting
S Anirudha,3,Eden Gardens,Kolkata Knight Riders,batting
G Gambhir,34,Eden Gardens,Sunrisers Hyderabad,bowling
S Dhawan,38,Eden Gardens,Kolkata Knight Riders,batting
SA Yadav,13,Eden Gardens,Sunrisers Hyderabad,bowling
RV Uthappa,69,Eden Gardens,Sunrisers Hyderabad,bowling
DJG Sammy,30,Eden Gardens,Kolkata Knight Riders,batting
RN ten Doeschate,25,Eden Gardens,Sunrisers Hyderabad,bowling
B Kumar,0,Eden Gardens,Kolkata Knight Riders,batting
Y Venugopal Rao,25,Eden Gardens,Kolkata Knight Riders,batting
JDS Neesham,13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
KP Pietersen,73,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
JP Duminy,9,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
KM Jadhav,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
JD Unadkat,25,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
MA Agarwal,2,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
DA Miller,49,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
